Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Korea, Rep.",KOR,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Voice and Accountability: Standard Error,VA.STD.ERR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20805575,,0.213555023,,0.202215627,,0.163097978,0.166093752,0.161861241,0.158260688,0.135036528,0.134708971,0.133222327,0.131284311,0.129300565,0.125553444,0.122110285,0.119933404,0.127937168,0.129966795,0.125633404,0.123961575,0.127089366,0.121455036,0.127277672,0.129942045,
"Korea, Rep.",KOR,Voice and Accountability: Number of Sources,VA.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,8,,10,10,10,11,13,13,13,14,14,15,14,14,12,12,12,13,13,12,11,11,
"Korea, Rep.",KOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22493119,30.33173069,32.06348417,32.07439757,28.1790538,28.21746718,29.81577938,30.05823381,31.21077647,30.52376898,32.54563349,36.3907065,32.40443458,35.70851912,,
"Korea, Rep.",KOR,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,3.324515509,4.037562577,4.148620229,4.640880889,5.551933309,5.748799605,6.590369799,8.975926098,11.52265837,11.841783,12.34277641,13.6439734,14.54788775,15.61183903,18.22735111,23.7411402,24.6252299,25.84951474,25.11843692,27.27730917,32.70353548,28.55949552,30.84366286,36.79441995,48.19019761,53.99439745,61.78661259,70.52385638,80.1143081,69.01358742,88.53882145,105.4024006,104.0082081,106.2412007,108.7962143,100,94.05217334,108.9107428,114.8271835,102.9380001,97.2931581,122.3336331,
"Korea, Rep.",KOR,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,,,,,0.085910653,0.116686114,0.361300682,1.346274264,2.066388217,1.557982653,1.389548694,2.02123696,0.792091367,0.576261734,0.662696458,0.934303698,2.08182101,2.133736726,1.955786364,2.398877376,2.577511712,2.642156978,3.215727238,1.817304665,1.340770285,2.081469475,1.205781775,1.041096469,1.221987204,1.398813497,1.272597281,3.313698249,2.261477657,1.658431994,2.444703143,1.668303602,1.60872628,2.103247294,2.090191241,1.611751136,1.257291918,1.937686535,1.747594269,1.58477632,2.196148497,2.154452003,2.345692603,2.192915121,2.192618391,2.300048447,2.077066727,2.589140508,1.659317479,1.979757231,1.711536051,1.421684982,1.792416592,1.369758339,1.039280535,1.148721715,1.118702733,,
"Korea, Rep.",KOR,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,,,,,,,,,,,,,,,,,0.13351654,0.209989948,0.445471437,0.373099586,0.282694833,0.132577984,0.032528371,0.067459003,0.052291066,0.35488972,0.164659904,0.152804049,0.157319733,0.200164504,0.514938587,0.459307764,0.723171286,1.668220378,1.540222174,1.813572097,2.555138382,2.721898418,2.27466745,1.388290554,1.469903435,1.55772944,1.58766922,2.080452277,2.4875166,2.976360367,3.231633008,4.210755282,4.173324119,2.554635819,3.215997927,3.597146586,3.742019446,3.856434735,3.698031251,2.58852456,2.54882179,2.754682346,2.874717538,3.533136074,3.394338209,,
"Korea, Rep.",KOR,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,32000000,41000000,56000000,87000000,118000000,173000000,251000000,321000000,457000000,624000000,836000000,1067000000,1625000000,3221000000,4462000000,4945000000,7716000000,10048000000,12722000000,15057000000,17512000000,21268000000,21853000000,24446000000,29245000000,30282000000,34715000000,47281000000,60696000000,62377000000,65016000000,71870000000,76632000000,82236000000,96013000000,1.25058E+11,1.29715E+11,1.36164E+11,1.32313E+11,1.43685E+11,1.72268E+11,1.50439E+11,1.62471E+11,1.93817E+11,2.53845E+11,2.84419E+11,3.25465E+11,3.71489E+11,4.22007E+11,3.63534E+11,4.66384E+11,5.55214E+11,5.4787E+11,5.59632E+11,5.73091E+11,5.26757E+11,4.95426E+11,5.73694E+11,6.0486E+11,5.42233E+11,5.12498E+11,6.444E+11,6.83585E+11
"Korea, Rep.",KOR,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,6.235741445,4.550850811,3.894371832,4.772727273,1.00856249,-0.646027351,-0.636677206,-0.311032598,-0.142058199,-0.301300349,0.001658567,0.52619227,0.266170417,0.295823106,0.04461428,-0.137030395,0.455357608,0.62904174,0.81302675,0.358610227,0.899776915,0.575000091,0.736495093,0.839286625,1.084075671,0.87177527,1.098714164,0.994869391,1.421166267,1.916754039,2.926163952,3.548785048,2.913434032,2.68779042,2.637556312,2.588367732,2.284117752,1.895103402,2.016121751,2.462902997,2.623826595,3.78098787,3.527705544,3.739794447,5.109399499,4.45159531,2.933823308
"Korea, Rep.",KOR,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,13.35364126,16.39006199,11.34956589,8.544211074,8.409409914,9.565681427,6.467879022,6.361345865,7.079917666,5.757911462,5.366108932,4.786193151,3.039414536,1.819276326,1.691768602,2.214330234,1.960479933,1.782081895,1.373025235,0.920578222,0.826110616,0.760743427,0.835937203,0.768806497,0.734907455,0.749110738,0.953184636,1.196215587,1.266075407,1.166625285,1.19985106,1.225739307,1.315255294,1.298041557,1.114256159,1.165712218,1.045830088,0.981956533,0.948082697,0.946725326,0.863311813,0.850077188,0.781400882,0.800249396,0.72548122,0.801047202,0.876282514,0.839773688,0.934012137,1.177844431,1.137072249,1.001142505,0.928140148,0.834496545,0.856372829,0.928673476,0.948202984,0.928355851,0.892054854,0.994601491,
